message,label
EN組開始可愛的惡作劇了 有時候互相開小玩笑其實還蠻不錯的 （例如 某食材兔）5:28 ~ 5:31是國旗耶,6
這部剪的很用心欸 辛苦了,5
鯊鯊蓋網球時唱的那一首是甚麼呀好好聽,6
漏掉INA這段... 原來ina也參了一腳w(防盜給讚看到留言才發現w),2
鯊鯊：欸幹放大鏡欸嗚呼這可以當網球拍嗎欸ina這可以放網球在前面嗎欸等等等等我要用橘色的羊毛嗚~橘色的欸嗚呼呼好屌喔,6
What is that!!WWWWWWWWWW,2
5:28 有彩蛋,3
Ame被完美預測XD不愧是Gura的貼貼好夥伴,2
感謝烤肉man 這集超棒的 從頭笑到尾,2
調皮鯊鯊 跟章魚,5
笑死那防盜Lmao然後剪輯很順暢感謝烤肉~,5
1:41 是"I will shear them"喔 不是share,7
鯊魚的直覺真準XD,2
鯊鯊預期的阿梅 4:06 6:38神準,5
那個建築師之歌是我的鬧鐘鈴聲阿聽了都醒了馬的,8
請問 5:31 的那個是,3
ina怎麼有國旗啊我也好想要哦,3
平心而論……真的是比較像網球拍嘛,6
ina是不是台灣人,3
剛發布就來了xD,2
我好愛你,5
還是一如既往的優質感謝大哥 歡迎大哥回來,5
他回來了,2
說真的你到底吸了什麼,5
大哥你回来了,5
好耶你回來了,5
感謝主讓我們見證這個頻道主找回密碼的神蹟阿們,5
妈神已经回来了!!!,5
放學回到家居然看到你的新片歡迎回來,5
終於想起自己頻道的秘密了嗎ww,2
歡迎回來～,5
傳奇的烤肉man回來了,5
熟悉的En組最對味,5
整段都在嗑藥的節奏是熟悉的烤肉,5
7:22這句也是店長說的,3
好耶,2
我最喜歡的烤肉風格,5
還是最愛這熟悉的BGM,5
爺爺快回來你訂閱的那個烤肉man上新熟肉啦,5
爺爺你訂閱的烤肉man更新了,5
單推人大哥～,5
烤肉麵的...好濃..好純,5
我超懷念你的烤肉的啊大哥!!! 歡迎回來,5
媽媽  單推人終於想起密碼啦!!!!,5
藥頭終於回歸了好耶UwU,5
歡迎回來~~ 這個熟悉的節奏(*´﹃`)b,5
歡迎回來還是一如既往的優質呢w,5
(望向天空)大師兄回來了,5
別問片尾我在幹嘛我啃錯藥了,8
大哥,2
超愛烤肉麵…,5
是單推人大哥啊啊啊啊啊啊啊,5
歡迎你回來(吃肉中),5
大哥好,5
好久不見,5
烤肉man回歸,5
感謝我們烤肉man再一次的想起自己的頻道密碼,6
熟悉的bgm 熟悉的藥 熟悉的辣个烤肉man 回來了,5
單推人welcome back!,5
终于回来了,6
大哥我好想你|ω･`),5
歡迎回來XD,5
-我就知道6期生出道不久大哥就會回來了-,5
終於等到大大您的肉啦（叭噗叭噗咚咚咚,5
OwO!! 大大上遊戲熱門了!!,5
超愛EN組,2
Kiara有時候會卡著一個方向看好像是因為她的貓在搞事 中間有一小段他都沒說話回來後說他在安撫她的貓,6
這烤肉專業的一逼,5
不好意思這裡可以抖內嗎我語言很爛還在自學所以很感謝你做了這個烤肉想要給你紅包,5
這烤到真的好欸,6
血流成河（物理）,7
噢 貓鯊裝萌太可愛了,5
7:08 被火雞說兩句就露出本性wwwww,2
7:21 Gura 的求生本能太贊了wwww,2
開場那個凝視我就笑了,2
Ina的額頭真的搶眼,6
6:03 gura 說的那個是什麼梗,3
Ina 好慘...,1
最後ina狂揍人那邊草爆 超好笑,2
Ina：say hi to Poseidon for me.\u3000\u3000（把你轟回老家）,8
期待全熟的那天的到來這個長度看的好過癮!!!,2
「他是個假貓」「閉嘴」,8
2:04 救命真的超可愛2:57 Don’t starve那集真的很好看還有粉絲替他們弄了個模組wwwwww6:17 さすが族長8:43 感謝Amelia Watson提供笑話將聯絡送上《真是笑話-寶鐘船長最會偷笑》致謝,2
日系的海外女孩子真的很有趣呢,5
9:39 kiara是在JOJO立,5
Kiara的陰影超令人不安,7
Key-ara也太好笑了吧,6
神之肉 太棒,6
果然還是外國人會打嘴砲,6
老婆們都好棒,5
鯊鯊太可愛了尤其是「貓」鯊求古神放過嗆火雞那段,2
新衣裝很奇怪,7
水喔crunchy road,5
狡猾又貪婪的貓鯊,7
I'm surprised hololive still has a West Taiwan fan base after what West Taiwan did. Unless the viewers here are from Hong Kong and Taiwan if that's the case it makes sense.,5
這次的新衣裝Ame特別搶眼,5
Shut up,4
7:53前世的靈魂快壓不住了,8
11分鐘超大份烤肉 感謝,5
話說...火雞這樣是不是有點像八尺大人,8
長篇熟肉好棒~~好久沒看到華鯊互動了QQ終於可以看到了不過Iname後面的同步也好甜XD,5
7:20 INa的復仇/貓鯊的危機,3
大佬的流量被砍爆啊 明明有鈴鐺卻沒發通知,1
0:10 mum對於昨天的事還沒氣完(怕)Ame危,2
很熟悉的兔子呢好像是來自某個電影,3
開場就快笑死 這部好有心 感謝,2
您真的ID跟EN組的熟肉大師感恩8:42 本回最精彩XDDD(#,2
學到不少句子  感謝,5
Collect cups...我懂了可是這樣有三個人還沒開始就占優勢了欸,7
雖然EN組最混沌的一定是阿梅但是別忘記阿 君子報仇十年不晚                          INA報仇從早到晚!!,5
打嘴砲的部分笑到噴火,2
Ina：You're welcome chat.Chat：今天開始Ina 就是我們的大姐頭誰說 Ina 不好抱歉我們不認識,3
讚啦就是在等奇諾的精華一次看個爽真的是從頭笑到尾 每段都是大爆笑XDDDD尤其是gura變臉那裏 加了特效又更好笑了哈哈哈 真的太愛這種精華合集了 很多太短不能單獨剪出來但是又很好笑的片段都看的到   讚讚讚,2
是我的幻覺還是 3:38 秒有人說中文「誒有了嗎」,3
Ina造成最高傷害可以這很古神,5
3:15 ina: what are u the god of again?,7
7:47 gura 裏人格 (?,3
Goblin Gura我笑到爆 日常嘴砲好讚,5
4:06,3
感謝10分鐘熟肉雖然直播全程跟完但現在再看一次還是全程生草 www,2
01:07 火雞的chest雙關 笑死,2
6:19這魔性笑聲是雞叫還是兔子叫,5
昨天超棒聯動  新衣加上互像玩樂,5
古拉奶奶開噴火雞XD,2
等很久了謝謝烤肉!,5
10:47 Calli : I'll rescue you.  (X2)天啊  最後的最後還是被閃了一下~,6
5:45 Huge!9:34 Oh she spawned over here nice!,5
EN組的模組動作範圍比較大? 看他們直播都覺得好活潑~,5
二\u3000期\u3000生\u3000的\u3000羈\u3000絆嗯等等這是ＥＮ抱歉：Ｖ,8
太精彩一直笑 感謝烤肉~,5
這次的連動很有趣基本上從頭笑到尾不過這次的主辦人是Gura嗎有點好奇,2
6:03  吾名為惠惠 wwwww,2
Gura變臉那段早上看直播大爆笑 www,2
順帶一提最後面那張插畫是5/15早上九點 EN 全體cover "country roads",3
1:32 死神低音我可以配三碗飯!!!,5
Ame是不是一次都沒有用道具殺死其他人?記得她有得到不少道具,7
7:35 心动ina我好了,5
6:14pakora表示：,7
我想說奇諾好配合兔子的笑聲才發現好像是雞叫聲,6
這款遊戲是看EN連動以來最適合的一款XDD  友情破壞血流成河還可以互相貼貼,2
長肉幫大忙這遊戲真的可以當友情破壞者,5
7:18太同步了吧XD,6
Mom盯著Ame(怕,9
全程生草www,2
不管怎樣互相傷害也不會被折斷的EN羈絆長肉精華真的幫大忙了還一一分段註解辛苦了,5
一款使EN友情破裂的遊戲,7
又是互相伤害又是血流成河又是熟悉的EN联动不一样的是....有位9000 岁的奶奶变成一只猫了(误QQ,1
來了,2
現在才有空看QAQ辛苦烤肉MAN了肝要顧好蛤 XD...............小哥哥的臂彎真的很幸福吼,5
太猛了吧!!!感謝,5
o7 烤肉大佬火雞每次都很不seiso地玩小遊戲卻拿了很多第二名wwwwwww,2
幹!!你鬼吧!!XD 在這裡獻上我的膝蓋,5
辛苦了所以被小哥哥抱著是什麼感覺ww?,2
超強勢新烤肉man,5
全熟啊興奮,2
全熟辛苦了,5
太扯了吧辛苦了居然願意烤全熟肉想必是有滿滿的愛吧,5
全熟辛苦了,5
一小時辛苦了無限的感謝,5
1:51 余dayo wwww,2
感謝大大 的全熟!! 超喜歡en組的家庭式連動~~,5
感謝全熟 還是新衣裝連動!!!!! 我已經跪在螢幕前了 非常感謝~非常感謝!!!,5
You win!!!! 佛系烤肉QQ ~感謝全熟肉\\0w0/,5
全熟 我的老天carefully he's a hero.,5
挖靠 你這肉有夠大塊 !,6
哇這是真正意義上的全熟,5
辛苦了非常感謝,5
╰(⸝⸝⸝´꒳`⸝⸝⸝)╯╰(⸝⸝⸝´꒳`⸝⸝⸝)╯感恩大大讚嘆大大,5
全熟就給讚,5
感謝全熟肉,5
o7,3
52:31Ina:瞄準不是我的強項~但是......53:08還是Ina:(對Calli4連擊導致Calli大殘最後2連擊成功收頭)PS:小哥的臂彎還暖和嗎?WWW,3
全熟肉OMG……真的很謝謝大大(ノДＴ),5
看來是勇者讓我賜予你訂閱加按讚,5
謝謝超讚烤肉MAN這次的肉也感激地吃下了QQQ,5
太神啦 整塊ㄉ熟肉 先推再說,5
42:49 看到囉,6
施主大愛普渡眾生感恩感恩,5
挖賽!!!!,2
喔喔喔喔全熟辛苦了就問一句大大你的肝還好嗎XDDDD,5
真的烤全熟了()HoloEn的感情真好… 她們都很可愛(彡≧▽≦)彡感謝烤肉辛苦你了多多休息,5
全熟太強了,5
居然有全熟太猛了…,5
大大請受我一拜(迷妹尖叫真的是太強了∼∼辛苦大大了,5
多謝大哥,5
感謝您的犧牲奉獻 Become ASH~,5
太爽了  不愧是你,2
什麼約完抱著我沒有看見,7
跪著看,6
全熟辛苦了還請多注意休息,5
等我考完個試返嚟睇爆佢,6
獻上敬意,5
敬礼,5
0:18 這邊Ame說的日文是“聽得見嗎”的意思  感謝大大的全熟烤肉,5
辛苦了o7,5
辛苦了,5
感謝烤肉你和小哥哥的約會內容我也不介意知道ಡ ͜ ʖ ಡ,5
辛苦了,5
又是全熟肉 看爆,5
喔天 烤肉大大太神啦!!!上一部我還沒花時間看完 今天又一部#謝謝烤肉大大# 我配飯慢慢看(((,5
感謝全熟!!!辛苦了!!!,5
辛苦了這個真的太厲害了,5
好讚!!!感謝烤肉 烤全肉真的太厲害了 辛苦了!!,5
向偉大的烤肉君獻上敬意,5
請收下我的膝蓋,5
太強啦,5
這個...叫佛...系烤...肉...嗎,6
太強了 看全熟就先跪,5
哇!! 全熟給尊重!! RESPECT,5
GOD!!!!!!!,5
吃我的訂閱攻擊啦,6
先留言獻上我的敬意謝大哥,5
萬分感激熟肉辛苦了,5
向大哥獻上無限的敬意,5
循例沒有檢查任何東西嘿嘿嘿 輸出完就上傳了~剪尾剪走了五分鐘左右 重點大概是死神的TRPG內容預告0:18 Ame說的是"能聽見嗎"或者"聽得見嗎" 14:48 慣性飄移~~47:31 出自於蒙提·派森 Monty Python 又譯為巨蟒劇團、蒙提巨蟒、踎低噴飯是英國的一組超現實幽默表演團體,3
辛苦了感謝翻譯,5
全熟辛苦了感謝翻譯 o7,5
獻上敬意,5
小心點他是個英雄,6
太強了 先感謝烤肉後再看,5
太強了 我彷彿可以聽到你的肝的燃燒聲,5
太強了吧感謝烤肉,5
佛佛你好棒感恩\U0001f972,5
還沒看但是先謝大哥 痛哭流涕了,5
烤肉man真的有夠鬼,5
肉!!!剛好配飯感謝,5
可惜讚只能點一次,7
前面的鯊魚害我以為我網路爆炸了,8
太棒啦,2
愛你,5
敬佩感謝全熟,5
這bob被摸的時候該說幸福還是充滿恐懼,9
好像手模擬器,6
找不到原影片連結...,7
有一種餓 叫鯊鯊覺得餓,3
亞特蘭提斯特色小菜,3
為何我會聯想到迪亞波羅,3
到後面她們都用黃芥末和蕃茄醬代指那些針劑了…(暈,3
鯊鯊可愛 獻上手指!!,5
那個其實應該是保險絲吧...\xa0也只有上古生物能徒手拔插380V以上的保險絲了,3
感謝翻譯!或說這遊戲是可以調整是不是血的對嗎?鯊鯊的是彩帶(?)別人好像還是血呢,5
辛苦了烤肉man(｡◕∀◕｡),5
危險的摸頭需要一直擔心不小心被拔掉,3
Gura:(摸BOb的頭)   我:no! no! no!,3
Gura覺得餓,3
千萬不要亂問女生年齡,7
烤肉們被盯上了,6
隨便説的吧,7
0:41 1:04 Hi honey,3
開什麼玩笑啊50歲50000歲都可以好ㄇ,7
連烤肉 Man 都很好的掌握標題黨的學問了,6
BBA,3
她……實在是太幼齒了吧,6
9500!? 9501!? 38!? 50!? 到底幾歲www!,2
你們別忘了她的數字是另外一個世界搞不好她所謂的3X歲以人類來說是9000歲,6
沒事還在守備範圍內,3
合法萝莉太棒了终于不会被FBI抓了XD,2
尾巴,3
38~ 以後買彩票必選,6
聽gura 這麼一說感覺就真的是合法蘿莉了 ,6
她她30岁了,7
1:43 我一直在聽這句 ㄆㄤㄆㄤ,6
講真的他如果38還在幹這行也是很猛,6
合法蘿.......大膽的想法,6
我猜鲨鱼在二十五到三十之间,3
總之...就是一個成年的年紀...蘿莉體型...,6
9038歲下次後面的數又會改了,3
38的鯊鯊也好 還是幾千歲的鯊鯊也好不管她幾歲我都好愛她,6
印象中Gura說過有次跟鯊媽在逛大賣場時有個大隻女用身體把鯊媽擠進冰箱她超生氣的(小孩子身形是家族遺傳,3
以葛陵蘭鯊來說150歲才算性成熟能活到9000歲的鯊鯊類比應該要1500~2000歲才換性成熟所以38算幼齒,3
小萝莉我直接开炼,6
VT的好處之一 只要一直有觀眾+堅持播下去 可以做一輩子吧~,6
Hi～～～úwù,3
嗚嗚不是蘿莉,1
找中之人這種事情沒有好結果的  只有"內心毫無波瀾"和"失望" 兩種 會讓你覺得"讚喔"的根本不會藏 會讓你覺得"我好了的" 根本不會做虛擬主播,3
聽起來很像小鬼當家的喬段,3
不管幾歲看起來都像小女孩的完美生物,6
我是在過加拿大海關的時候被問幾歲我說23大鬍子海關說「我以為妳才13歲還想問你父母在哪裡」果然150幾公分的身高在國外就是十幾歲小朋友...,3
鯊鯊:就算我50你們還是愛我好嗎我:我無法否認,6
不管幾歲我愛的是他的靈魂,5
至少能知道gura是合法蘿莉,6
喔~小鯊魚好可愛XD,6
38好耶,6
1000歲的elf香嗎所以38根本幼齒（笑）沒有啦主要看臉嘻嘻,2
合法健全,6
他不是虛擬嗎啊他要怎麼搭飛機,3
9500出道的時候不是9900多嗎怎麼年輕了四百多歲LOL,8
Hi honey?嗯?????,7
Gura是白人嗎很難想像白人的合法蘿莉…從來沒看過,8
目前板上能找到的中之人消息都未實錘各位蘿莉控們可以不用擔心,6
不管幾歲我們都會愛她的老實說,6
我覺得他的年紀是隨口說的,6
1:22～1:28似乎有點本音,3
既然都幫烤肉man下標題了我不釣也不行 lol,2
所以是28歲?,3
那應該不是真的指38歲而是開玩笑的而已（你見過年齡大的女生自爆年齡,8
我老婆是俄羅斯人 身高162還被當小孩我被當她哥我168 ps我奶奶是混血有歐洲血統 所以我有點像白人像皮膚比較黃的白人但認真看是亞洲人 我爺爺是中國人,3
有3百多萬隻蝦蝦在等我我必須趕上這班飛機,3
標題都幫你想好了,3
看來合法蘿莉  FBI管不了呢aua,6
好希望这段可以被动漫化www很多二创holo en动漫蛮好看的www,2
现在的鲨鱼9000岁38对那些人来讲算小孩吧,6
父母都60幾歲了 我還是很愛他們 所以50歲是ok,6
記得好像有說en組都是照著中之人身材設計的,6
1:57 對拉對拉 ~,6
沒意外的話最大機率是199X年 也就是30歲左右反正我是覺得不太重要啦但就是很好奇,6
長得小隻  聲音又容易辦認  哪天真的會被DD抓到野生鯊魚,6
知道了我這就出發去機場找幼女,6
合法蘿好期待明年她到日本遇到蘿莉控前輩時的發展,6
Marine在登機口還在用手機：Gura醬快點前往17歲三周目的班機快要起飛了,3
蘿莉身影在機場狂奔、中之人應該是蘿莉型、銀行櫃姐也拿棒棒糖給她吃,6
9500???,3
種種跡象顯示她真的是合法蘿...,6
好耶 有隻鯊魚幫大家想好標題了,2
好了啦 小可愛 糖果拿好喔 聖誕快樂啦記得早點睡 不然聖誕老人不給好小孩禮物喔,5
合法蘿不過如果她35±5……我的夢想就缺了一角……,7
至少可以確定Gura本人偏幼齒…吧,6
想象一下和她去迪士尼買票時服務員問 “一大一小對嗎” 我可以一舉把她抱起來然後說 “哈哈是的我女兒可愛吧”一石二鳥,3
38算老嗎? 不算那幾歲才會被大家說老?-17(ﾟ∀)-,8
想想也是就算50歲大家還是愛她,6
0:11 因為遲到拖著尾巴狂奔的小鯊鯊 好有畫面感(ﾟ∀ﾟ),6
「史前鯊魚被當成侏儒角鯊(俗稱小鯊魚)」w,6
我不是蘿莉控我是奶奶控我要上囉~~,6
看起來像小女孩外加年齡9500............各位紳士上吧FBI管不到我們,6
當Gura說出hi honey後之後是啥內容都不重要了,6
不用想標題也蠻不錯的w,6
童颜,3
童顏貧乳（X,2
uwu,2
Gura 已獲得成就：玩自己玩到瘋,5
草,2
我們懷念他不好笑,7
6:04 打错字reflect打成refleet,3
這個是switch遊戲嗎,3
２分鐘我忍不了笑死,2
0:58 這裡鯊鯊的表情真的很可愛xD,2
2:48 GURA：我不记得我录了这段*下一秒：完美来一段,3
難怪這麼難打…(我沒跟到直播,7
創聖大天使的歌好久以前的動畫了,6
自己彈自己的歌 好厲害,6
變色那邊真的很有特色 譜面跟特效都好讚,5
為什麼要緬懷愛拌有發生甚麼事嗎?因為我按它還有更新,7
女生總以為我們男生都是追求可愛女孩、白底藍色秀髮、藍色的大眼睛但各位男生!我的兄弟們!我們都知道我們追求的是甚麼...是亞特蘭提斯!一個古老的城市!充滿寶藏的地方!連海神波賽冬都找不到的海底迷失城市!,3
果然鯊魚最難駕馭的就是鯊魚wwwww,2
13:35 samezing也太療癒,5
11:31 we'll come back to this one 沒記錯的話應該是”我們之後再回來(處理這關/這難度)“,3
這遊戲的電腦版根本是孤兒版超貴而且三小都沒有……,7
聽自己的聲音當遊戲語音我一定尷尬死,7
看鯊打Reflect到一半突然有人叫我當種田黨求解,3
gura在打reflect的時候我想說她怎麼那麼熟後來意識到那是她的歌www,2
6:04  reflect 打成 relfeet,3
9:08 s for shit WWW,2
看她玩gc直播結束後就買了這款了(笑,2
0:43 the entire time 翻成歸剛笑死我了xD,2
~~~,3
長熟肉讚,5
耳機三千多...考慮要不要買ing,7
第一次看到我們緬懷她時我還退回去看一下沒想到後面還有~~,6
喜歡你的長影片不過看到這片發布時間是五天前you2演算首推也最優先低於五分影片大大烤長肉之餘也多剪短片不然都不能第一時間看到 (私心希望剪長片大大能熱的更快),3
哼哼 你的鯊魚(譜面)的第一次(體驗)已經被我奪走了(炸,2
色色船長w雖然我不吃色色這套 但船長很多企畫真的是神回阿w-話說第一艘船我記得是被gura用炸彈轟了吧?-,5
ahoy!,3
老查拍片辛苦了蕪湖正所謂有龐大的心 “胸”才能把我們這群紳士聚在一起希望以後未來20年30年還是能看到這個我最愛的瑟瑟存在（等等星姐不要啊啊啊,3
老查終於戰勝黃標站了出來了!,5
AHOY余,3
最後收尾就像歌詞一樣 禁尻11月大家一起出航吧 ( by 拍片挑戰片快失敗的我 ),5
aHi~~~,3
陽光 沙灘 海浪 仙人掌還有一位老船長,3
船長的影片製作真的很棒老查幸苦啦～,3
最後是被ban?,7
到底有多少個人沒有對過17歲n週目的船長出航過,7
老船長呆呆老查也是┐(´д｀)┌,3
Ahoy,3
船長的新衣裝拉下拉鍊的那個時候都讓女生的我為之讚嘆真的色爆太讚了吧～能認識船長這麼色色的v是DD我的榮幸啊,2
船長說可以瑟瑟只是不准在直播時出航,2
什麼時候介紹藍色神經病大姐姐( ͡° ͜ʖ ͡°),6
各位快搭上這艘船一起出航吧,6
船隻Ahoy開起來 黃標立即馬上來,6
Ahoy(I'm hxxxy.),3
瑟瑟調查局,6
如果說迷因代表是桐生會會长那色情代表肯定就是船長了Ahoy!,6
Ahoy!,3
老船長hololive就你的頻道最黃標啦,5
真的介紹了,6
瑪琳鼠,3
我可能跟不到,7
阿好姨,3
老查呆呆可以介紹Hololive 二期生大空昂,3
發片的時間真好在這裡先恭喜船長回來直播希望她能從這次的經驗學到如何照顧自己的身體同時也祝老查早日抱得銀盾雖然復學後我的留言變少了但這並不代表我沒有繼續關注老查喔老查加油,5
船长：彬彬就是逊啦YouTube：这么说你很勇咯船长：开玩笑我超勇的好不好YouTube：发动陷阱卡ban频道船长：不要啊YouTube君,6
腦袋響起主題曲且越來越大聲,6
Ahoy,3
Ahoy!,3
Ahoy!Hololive三期生色情擔當,5
之后老查可以调查哈洽马吗,3
冷知識:你們知道YT的黃標政策\r已經違反聯合國成人福利條款的第69條嗎?,3
Ahoy,3
出航～～～～,2
看來你終於解決小黃人問題了恭喜 聽話....讓我瑟瑟,5
終於輪到船長啦開心Ahoy,6
Ahoy!老查呆呆 desu,3
原來這次的調查局是瑪琳船長(❀ฺ´∀`❀ฺ)ﾉ感謝老查的全力調查,6
船長一定是色色的代表 希望你這支影片不要被黃標,5
真的改名了…nice,6
先是「初號機露西婭」再來是「老婆婆瑪琳」接下來該介紹一下你的主推了吧,3
Ahoy~~!!!,3
Ahoy~,3
Ahoy~~無情黃標,3
20代後半Boing Bonig船長 (黃標好幾次死靈法師 砧可愛 露醬 (被設18禁看來黃標問題不是大不大是老呆查查查詢系統的問題了歡迎和我一起加入YT黃標組,3
船員:我們都是用健全的心靈和身體去支持瑪琳船長的✧٩(ˊωˋ*)و✧,6
色色船長!!!還有體力跟流行的東西真的可以算是 -阿好姨-,6
Ahoy,3
最期待這集,6
Ahoy,3
這支影片一開始真的被黃標爛結果給YouTube人工審核後變綠標了喔以下開放ahoy!,6
海賊(X山賊cosplay海賊(O,8
Ahoy,3
Ahoy!,3
瑪琳常常被黃標反觀哈洽馬…,7
哇依（holo式萬歲),6
終於來到船長了,5
期待船長的（Vtuber)調查局,5
等着野兔说 然后卑鄙就可以扣野兔头上了,5
可以這個很屑兔,5
我好想要看族長被公山羊撞下山XDD,2
所以兔子承認之前自己是在耍笨w,2
重點不是當卑鄙的外鄉人而是當外鄉人還很草時,2
其他人對於外鄉打法還是會猶豫的但這隻兔子絲毫不猶豫啊,6
原來真艾爾登之獸會空氣砲嗎......第一次看到,7
不當外鄉兔那才不正常,7
還需要觀眾提醒才注意到嗎我以為pekora腦袋應該很靈活啊...,8
穿着囚衣选择囚犯职业并使用外乡战法合理合理,6
最後配個摔死就完美了……嘖,6
盾反狗日文的名字也太長了,7
不是說鞭屍很沒遊戲禮儀嗎怎麼記得每次兔子打贏boss都會鞭屍啊,8
遺忘那愚昧的野心吧......,7
我：抱歉了騎士老兄但我需要去看看岳母,7
吃我的卡利亞式奉還啦,7
是個教盾反的NPC,3
Love and peace!woooooo,6
看她們玩覺得這個家伙好強....可是我自己玩怎麼...,7
我第一次被他盾反打死 要重跑後 我就拿起小圓盾 開始了我的盾反之戰,6
騎士：我會盾反、近戰強勢、而且很會躲魔法歐我：古老死亡冤魂騎士：欸不是你TM... (被淹沒)應該有其他更強勢的招式吧,5
我是遠遠看到他後鎖定無限藍慧星收工,6
引到門口等他退後隕石術刷到死族長還沒完全外鄉化,6
他可是普攻頓反老師呢~快拿起你的頓看誰更會頓反巴~(=ﾟДﾟ=) (等等我頓需要上一下黃金奉還,6
笑死 打到一半才記得自己是法師,2
虐兔好爽喔w,2
羅蕾塔學長在聖樹大舞台等你,8
少了那段 因为不够他打而边哭着逃跑 那里我真的笑惨了(想不到兔子也有今天,2
0:26 是兔子的真音嗎有姐味~,6
怪哉  我當時拿巨劍跳砍他沒遇過盾反的說   看到他今天被盾反才知道原來他會盾反,7
才揮第一刀就被盾反處決一套帶走這騎士懂虐喔,6
有一段哭著逃跑得片段沒剪到有點可惜,7
哈哈 衝到後面把電梯開上去然後頂著盾看著他直接摔死,6
兔勇VS盾勇=雙亡,3
昨天看miko精華今天看peko精華好耶.jpg,2
知道會盾反還一直普攻w,2
熔爐騎士的盾反我也覺得蠻準的,5
發現它會盾反之後我就請它吃鐵球了,6
大家在意的點都不一樣呢Miko在意是他可以補血族長在意的是被鞭屍,6
當時打不過想說繞過他直衝王房結果他追上來就被電梯夾死了,6
いい声だ 色々 草,2
兔子: 他一直鞭屍耶!!! 不懂遊戲禮儀!!!也是兔子: (瘋狂鞭屍,8
昨天就屬這騎士跟紅狼最虐兔,6
我有聽錯嗎 聽到yagoo,2
兔子:怎麼會有這麼沒品的人 人都死了還在鞭屍也是兔子:歐拉!你這傢伙!!!歐拉!!!,8
勇者都喜歡鞭屍~,8
4:10 兔:YAGOO 沒我亂空耳的,6
悲鳴最高,6
早上好兔子 現在我有盾反 我很喜歡盾反\r但是 鐮刀 我最喜歡\r因爲 非常好盾反 動作非常好再見,8
沒有一把特大劍不能處理的人型怪如果有就用兩把,8
英高應該已經收力了這隻盾反戰技是卡莉雅奉還可是卻不會去反魔法一開始還期待這隻會反魔法的說,8
卡利亞騎士：歡迎你入學了接下來就讓主任我來好好指導指導你,5
剛剛是不是有人說鞭屍行為很沒品,8
miko也是打這隻打到哭哭   pm又贏麻了   哭哭,8
第一次看到被盾反這麼多次的www族長慘啊~,2
其實這個npc算值得尊敬的在女皇失勢後他的親信都逃亡了學院中支持他的門派也被冷落原本是奉王室的二十位卡利亞齊市都離開了只有他一個甘願保護被學院囚禁的女王,7
我一周目沒被他盾反過二周目開始拿鞭子玩 他也沒盾反過....都是看了別人的精華才知道這隻會盾反那麼強,6
看兔子打法環真的很有趣XDD,2
遇到一位（也很愛鞭屍的）對手了,6
她好像是唯一一個被盾反得這麼慘的Irys也被反過幾次但沒慘成這樣w,2
被虐到不要不要的w,2
這npc原來這麼強的嗎…,7
騎士學長：入學也不找我拜碼頭 值得調教,8
真的很綜藝XD,2
震驚!pekora擅闖民宅 砍爆宅宅X鬼:胖到出不了門就很可憐了 還被闖進來的隻兔砍爆,6
魂系遊戲的攻略總則體大弱門毛多弱火體長弱腰肥胖弱菊,7
想看破戒僧跟peko一起笑肯定是名場面,6
有夠好笑XD,2
别人用外乡人战法：无伤兔子用外乡人战法：死一次外加六瓶水,8
可愛,2
外鄉的卑鄙兔之助,7
太療癒了~,6
先嘲諷拉滿然後再被打爆ww,2
看族長吃鱉實在是有夠療癒ww,2
好吵+噁心的台女撒驕音...,7
沒有虐兔差評,7
拿長笛吹也很快會破防,7
聖樹的也會教你做人,6
關於我初見結晶人士在魔法學院那邊的阿就.....背刺,6
有人說結晶人的弱點是流星錘鈍器可以?那我拿兩面盾牌不就行了?結果格擋和盾牌衝撞都很有用XD,2
我希望他找到瑟立亞隱藏洞窟 我相信裡面的結晶人會教她做人 wwww,2
0:21 應該是外星人,6
感謝烤肉www,5
之前居然沒看到有這部w好可愛ˊˇˋ,2
1：54啊我硬了啊斯,2
ÙwÚ不用想也肯定是gura寫的,6
也太母湯了吧這集幹得好,5
感覺前面不常呆在美國真的很難get到笑點店長應該是get不到笑點吧這一整場幾乎很少說話 也沒啥反應 看到聊天室甚至出來了Kiara are you ok?就整個揪心,7
時間修復區****6:43 網球拍*,3
The Prophecy Is True*我快笑死 中間夾雜的迷因太鬧感謝烤肉!!!!-------------------------------------6:43 是網球拍喔,5
請接受我的第一拜       感謝烤肉  萬分感謝  ,5
我以為我在看手術模擬  原來我在看華生實驗室,8
2:46 這是yagoo視角嗎,8
本來想說些甚麼的......但後來想想還是算了,7
封面圖真的很吸引人www,2
相信我们我们是医生…trust me im a docter…我厌恶如此肮脏的自己…为什么看得懂这个梗…,7
原來是跟死神的比賽啊,6
大型剖Bob现场,3
“患者死於失血過多” 你確定不是因為他頭沒了嗎,8
護士醫生又有一個搶救失敗華生 Ina :鯊鯊這個直接電死,6
果然是混沌AME,6
笑死 演算法的烤肉 有夠好笑的這篇 以為手術成功了結果地板找到器官 笑爛,2
這是三小遊戲ww,2
無論看了幾次還是覺得好笑,2
手術(X)製作科學怪人(O),7
如何找心臟把肺拔了                        by ina,8
严格来说是医生阿梅带着两个实习生XDina的章鱼脚拿着手术刀手术剪镊子和针线鲨鲨只是检查伤口的XD（要是伤口还有出血鲨鱼的鼻子能闻到嘛）,2
